QtrYear,Qtr,County,JMS,Capacity,Beds,Deaths,Bookings,Releases,Measure,Total,Male,Female,Other Gender,Black,Native American,Other Race,White,Unknown Race,Non-Hispanic,Hispanic,Unknown Ethnicity,Not Available
2020,1,Fremont,Omnigo/ITI,240,240,0,568,590,Sentenced,24,21,3,0,0,0,0,24,0,0,0,0,
2020,1,Fremont,Omnigo/ITI,240,240,0,568,590,Unsentenced - Hold,42,20,1,0,0,0,0,0,0,0,0,0,"This would have to be figured by hand, JMS not set to capture this data at this time"
2020,1,Fremont,Omnigo/ITI,240,240,0,568,590,Unsentenced - No Hold,46,38,5,0,0,0,0,0,0,0,0,0,"This would have to be figured by hand, JMS not set to capture this data at this time"
2020,1,Fremont,Omnigo/ITI,240,240,0,568,590,Unsentenced - No Hold Felonies,42,37,5,0,0,0,0,0,0,0,0,0,"This would have to be figured by hand, JMS not set to capture this data at this time"
2020,1,Fremont,Omnigo/ITI,240,240,0,568,590,Unsentenced - No Hold Misdemeanors,3,2,1,0,0,0,0,0,0,0,0,0,"This would have to be figured by hand, JMS not set to capture this data at this time"
2020,1,Fremont,Omnigo/ITI,240,240,0,568,590,Municipal Charge,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Fremont,Omnigo/ITI,240,240,0,568,590,Administrative Segregation,2,2,0,0,0,0,0,2,0,0,0,2,
2020,1,Fremont,Omnigo/ITI,240,240,0,568,590,Competency Evaluation,4,4,0,0,0,0,0,4,0,4,0,0,
2020,1,Fremont,Omnigo/ITI,240,240,0,568,590,Average Daily Population,163,0,0,0,0,0,0,0,0,0,0,0,Jail management system not set up for this data. we are in process due to this bill of setting up to capture data.
2020,1,Fremont,Omnigo/ITI,240,240,0,568,590,Average LOS Felonies,0,0,0,0,0,0,0,0,0,0,0,0,Jail management system not set up for this data. we are in process due to this bill of setting up to capture data.
2020,1,Fremont,Omnigo/ITI,240,240,0,568,590,Felony Releases,0,0,0,0,0,0,0,0,0,0,0,0,Jail management system not set up for this data. we are in process due to this bill of setting up to capture data.
2020,1,Fremont,Omnigo/ITI,240,240,0,568,590,Average LOS Misdemeanors,0,0,0,0,0,0,0,0,0,0,0,0,Jail management system not set up for this data. we are in process due to this bill of setting up to capture data.
2020,1,Fremont,Omnigo/ITI,240,240,0,568,590,Misdemeanor Releases,0,0,0,0,0,0,0,0,0,0,0,0,Jail management system not set up for this data. we are in process due to this bill of setting up to capture data.
2020,1,Fremont,Omnigo/ITI,240,240,0,568,590,Homeless,11,0,0,0,0,0,0,0,0,0,0,0,Jail management system not set up for this data. we are in process due to this bill of setting up to capture data.
2020,1,Jackson,Jackson County Jail,4,4,0,40,40,Number of inmates,2,1,1,0,0,0,0,2,0,2,0,0,
2020,1,Jackson,Jackson County Jail,4,4,0,40,40,Sentenced,1,1,0,0,0,0,0,1,0,1,0,0,
2020,1,Jackson,Jackson County Jail,4,4,0,40,40,Unsentenced - Hold,1,0,1,0,0,0,0,1,0,1,0,0,
2020,1,Jackson,Jackson County Jail,4,4,0,40,40,Unsentenced - No Hold,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Jackson,Jackson County Jail,4,4,0,40,40,Unsentenced - No Hold Felonies,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Jackson,Jackson County Jail,4,4,0,40,40,Unsentenced - No Hold Misdemeanors,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Jackson,Jackson County Jail,4,4,0,40,40,Municipal Charge,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Jackson,Jackson County Jail,4,4,0,40,40,Administrative Segregation,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Jackson,Jackson County Jail,4,4,0,40,40,Competency Evaluation,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Jackson,Jackson County Jail,4,4,0,40,40,Average Daily Population,3,2,1,0,0,0,0,2,0,2,1,0,
2020,1,Jackson,Jackson County Jail,4,4,0,40,40,Average LOS Felonies,21,0,0,0,0,0,0,0,0,0,0,0,"JMS system not able to break out Gender , Race and Ethnicity"
2020,1,Jackson,Jackson County Jail,4,4,0,40,40,Felony Releases,24,0,0,0,0,0,0,0,0,0,0,0,"JMS system not able to break out Gender , Race and Ethnicity"
2020,1,Jackson,Jackson County Jail,4,4,0,40,40,Average LOS Misdemeanors,7,0,0,0,0,0,0,0,0,0,0,0,"JMS system not able to break out Gender , Race and Ethnicity"
2020,1,Jackson,Jackson County Jail,4,4,0,40,40,Misdemeanor Releases,60,0,0,0,0,0,0,0,0,0,0,0,"JMS system not able to break out Gender , Race and Ethnicity"
2020,1,Jackson,Jackson County Jail,4,4,0,40,40,Homeless,0,0,0,0,0,0,0,0,0,0,0,0,"JMS system not able to break out Gender , Race and Ethnicity"
2020,1,Gilpin,Central Square,91,55,0,302,273,Number of inmates,41,36,5,0,1,1,0,39,0,31,10,0,NA
2020,1,Gilpin,Central Square,91,55,0,302,273,Sentenced,13,0,0,0,0,0,0,0,0,0,0,0,"Info on Gender, Race, Ethnicity not pulled on day of snapshot, new process in place for next quarterly report"
2020,1,Gilpin,Central Square,91,55,0,302,273,Unsentenced - Hold,19,0,0,0,0,0,0,0,0,0,0,0,"Info on Gender, Race, Ethnicity not pulled on day of snapshot, new process in place for next quarterly report"
2020,1,Gilpin,Central Square,91,55,0,302,273,Unsentenced - No Hold,9,0,0,0,0,0,0,0,0,0,0,0,"Info on Gender, Race, Ethnicity not pulled on day of snapshot, new process in place for next quarterly report"
2020,1,Gilpin,Central Square,91,55,0,302,273,Unsentenced - No Hold Felonies,0,0,0,0,0,0,0,0,0,0,0,0,NA
2020,1,Gilpin,Central Square,91,55,0,302,273,Unsentenced - No Hold Misdemeanors,9,0,0,0,0,0,0,0,0,0,0,0,"Info on Gender, Race, Ethnicity not pulled on day of snapshot, new process in place for next quarterly report"
2020,1,Gilpin,Central Square,91,55,0,302,273,Municipal Charge,0,0,0,0,0,0,0,0,0,0,0,0,NA
2020,1,Gilpin,Central Square,91,55,0,302,273,Administrative Segregation,0,0,0,0,0,0,0,0,0,0,0,0,NA
2020,1,Gilpin,Central Square,91,55,0,302,273,Competency Evaluation,0,0,0,0,0,0,0,0,0,0,0,0,NA
2020,1,Gilpin,Central Square,91,55,0,302,273,Average Daily Population,55.96,0,0,0,0,0,0,0,0,0,0,0,"JMS does not pull/compute Gender, Race, Ethnicity info for ""average"" counts"
2020,1,Gilpin,Central Square,91,55,0,302,273,Average LOS Felonies,19.377,0,0,0,0,0,0,0,0,0,0,0,"JMS does not pull/compute Gender, Race, Ethnicity info for ""average"" counts"
2020,1,Gilpin,Central Square,91,55,0,302,273,Felony Releases,506,376,130,0,23,1,9,473,0,410,96,0,
2020,1,Gilpin,Central Square,91,55,0,302,273,Average LOS Misdemeanors,8.96,0,0,0,0,0,0,0,0,0,0,0,"JMS does not pull/compute Gender, Race, Ethnicity info for ""average"" counts"
2020,1,Gilpin,Central Square,91,55,0,302,273,Misdemeanor Releases,835,634,201,0,94,1,16,723,1,619,216,0,
2020,1,Gilpin,Central Square,91,55,0,302,273,Homeless,4,0,0,0,0,0,0,0,0,0,0,0,"Info on Gender, Race, Ethnicity not pulled on day of snapshot, new process in place for next quarterly report"
2020,1,Adams,Central Square,1271,1678,0,4887,4961,Number of inmates,956,787,169,0,124,2,9,821,0,644,312,0,
2020,1,Adams,Central Square,1271,1678,0,4887,4961,Sentenced,321,267,54,0,37,2,0,282,0,191,130,0,
2020,1,Adams,Central Square,1271,1678,0,4887,4961,Unsentenced - Hold,35,29,6,0,3,0,1,31,0,22,13,0,
2020,1,Adams,Central Square,1271,1678,0,4887,4961,Unsentenced - No Hold,600,491,109,0,84,0,8,508,0,431,169,0,
2020,1,Adams,Central Square,1271,1678,0,4887,4961,Unsentenced - No Hold Felonies,378,312,66,0,52,0,5,321,0,249,129,0,
2020,1,Adams,Central Square,1271,1678,0,4887,4961,Unsentenced - No Hold Misdemeanors,222,179,43,0,32,0,3,187,0,182,40,0,
2020,1,Adams,Central Square,1271,1678,0,4887,4961,Municipal Charge,20,16,4,0,5,0,0,15,0,10,10,0,
2020,1,Adams,Central Square,1271,1678,0,4887,4961,Administrative Segregation,44,32,12,0,7,0,0,37,0,29,15,0,
2020,1,Adams,Central Square,1271,1678,0,4887,4961,Competency Evaluation,10,10,0,0,1,0,0,9,0,8,2,0,
2020,1,Adams,Central Square,1271,1678,0,4887,4961,Average Daily Population,983,0,0,0,0,0,0,0,0,0,0,0,"not broken out by gender, race or ethnicity."
2020,1,Adams,Central Square,1271,1678,0,4887,4961,Average LOS Felonies,31,34,28,0,33,29,31,31,0,18,18,0,
2020,1,Adams,Central Square,1271,1678,0,4887,4961,Felony Releases,7867,5981,1886,0,795,20,78,6974,0,5480,2387,0,
2020,1,Adams,Central Square,1271,1678,0,4887,4961,Average LOS Misdemeanors,16,18,8,0,41,16,12,14,0,8,8,0,
2020,1,Adams,Central Square,1271,1678,0,4887,4961,Misdemeanor Releases,11977,8669,3308,0,1139,27,18,10793,0,7650,4327,0,
2020,1,Adams,Central Square,1271,1678,0,4887,4961,Homeless,53,39,14,0,11,1,1,40,0,26,27,0,
2020,1,Larimer,Tiburon 7.9,500,636,0,2973,3015,Number of inmates,489,398,91,0,35,5,2,446,1,330,102,57,
2020,1,Larimer,Tiburon 7.9,500,636,0,2973,3015,Sentenced,136,112,24,0,9,2,0,125,0,93,33,10,
2020,1,Larimer,Tiburon 7.9,500,636,0,2973,3015,Unsentenced - Hold,169,133,36,0,13,2,1,152,1,107,34,28,
2020,1,Larimer,Tiburon 7.9,500,636,0,2973,3015,Unsentenced - No Hold,184,153,31,0,13,1,1,169,0,130,35,19,
2020,1,Larimer,Tiburon 7.9,500,636,0,2973,3015,Unsentenced - No Hold Felonies,148,123,25,0,12,1,1,134,0,104,28,16,
2020,1,Larimer,Tiburon 7.9,500,636,0,2973,3015,Unsentenced - No Hold Misdemeanors,36,30,6,0,1,0,0,35,0,26,7,3,
2020,1,Larimer,Tiburon 7.9,500,636,0,2973,3015,Municipal Charge,1,1,0,0,0,0,0,1,0,1,0,0,
2020,1,Larimer,Tiburon 7.9,500,636,0,2973,3015,Administrative Segregation,23,21,2,0,4,0,0,19,0,13,4,6,
2020,1,Larimer,Tiburon 7.9,500,636,0,2973,3015,Competency Evaluation,22,16,6,0,0,0,0,22,0,17,2,3,includes those awaiting restoration
2020,1,Larimer,Tiburon 7.9,500,636,0,2973,3015,Average Daily Population,535,437,98,0,41,4,4,487,2,356,131,48,
2020,1,Larimer,Tiburon 7.9,500,636,0,2973,3015,Average LOS Felonies,29,32,19,0,36,49,15,28,19,30,32,16,"* Displayed in days, most severe charge=felony"
2020,1,Larimer,Tiburon 7.9,500,636,0,2973,3015,Felony Releases,5103,3733,1370,0,313,18,27,4724,21,3373,1088,642,* highest charge=felony
2020,1,Larimer,Tiburon 7.9,500,636,0,2973,3015,Average LOS Misdemeanors,8,9,5,0,11,12,3,8,2,9,10,3,"* Displayed in days, most severe charge not felony"
2020,1,Larimer,Tiburon 7.9,500,636,0,2973,3015,Misdemeanor Releases,7441,5424,2017,0,351,47,60,6920,63,4309,1438,1694,* highest charge not felony
2020,1,Larimer,Tiburon 7.9,500,636,0,2973,3015,Homeless,168,137,31,0,14,2,1,150,1,127,26,15,
2020,1,Chaffee,SLEUTH,105,105,0,283,288,Number of inmates,66,52,14,0,2,0,15,49,0,51,15,0,
2020,1,Chaffee,SLEUTH,105,105,0,283,288,Sentenced,27,22,5,0,0,0,7,20,0,20,7,0,
2020,1,Chaffee,SLEUTH,105,105,0,283,288,Unsentenced - Hold,12,10,2,0,1,0,5,6,0,7,5,0,
2020,1,Chaffee,SLEUTH,105,105,0,283,288,Unsentenced - No Hold,27,20,7,0,1,0,3,23,0,24,3,0,
2020,1,Chaffee,SLEUTH,105,105,0,283,288,Unsentenced - No Hold Felonies,23,17,6,0,1,0,2,20,0,21,2,0,
2020,1,Chaffee,SLEUTH,105,105,0,283,288,Unsentenced - No Hold Misdemeanors,4,3,1,0,0,0,1,3,0,3,1,0,
2020,1,Chaffee,SLEUTH,105,105,0,283,288,Municipal Charge,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Chaffee,SLEUTH,105,105,0,283,288,Administrative Segregation,1,1,0,0,1,0,0,0,0,1,0,0,
2020,1,Chaffee,SLEUTH,105,105,0,283,288,Competency Evaluation,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Chaffee,SLEUTH,105,105,0,283,288,Average Daily Population,77,59,18,0,0,0,0,0,0,0,0,0,JMS does not calculate this
2020,1,Chaffee,SLEUTH,105,105,0,283,288,Average LOS Felonies,118,0,0,0,0,0,0,0,0,0,0,0,JMS does not calculate this
2020,1,Chaffee,SLEUTH,105,105,0,283,288,Felony Releases,0,0,0,0,0,0,0,0,0,0,0,0,JMS does not calculate this
2020,1,Chaffee,SLEUTH,105,105,0,283,288,Average LOS Misdemeanors,26,0,0,0,0,0,0,0,0,0,0,0,JMS does not calculate this
2020,1,Chaffee,SLEUTH,105,105,0,283,288,Misdemeanor Releases,0,0,0,0,0,0,0,0,0,0,0,0,JMS does not calculate this
2020,1,Chaffee,SLEUTH,105,105,0,283,288,Homeless,0,0,0,0,0,0,0,0,0,0,0,0,JMS does not calculate this
2020,1,Pitkin,SPILLMAN,30,32,1,173,0,Number of inmates,10,7,3,0,0,0,0,10,0,0,0,0,NA Ethnicity
2020,1,Pitkin,SPILLMAN,30,32,1,173,0,Sentenced,1,1,0,0,0,0,0,1,0,0,0,0,NA Ethnicity
2020,1,Pitkin,SPILLMAN,30,32,1,173,0,Unsentenced - Hold,1,0,1,0,0,0,0,1,0,0,0,0,NA Ethnicity
2020,1,Pitkin,SPILLMAN,30,32,1,173,0,Unsentenced - No Hold,8,6,2,0,0,0,0,8,0,0,0,0,NA Ethnicity
2020,1,Pitkin,SPILLMAN,30,32,1,173,0,Unsentenced - No Hold Felonies,6,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Pitkin,SPILLMAN,30,32,1,173,0,Unsentenced - No Hold Misdemeanors,2,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Pitkin,SPILLMAN,30,32,1,173,0,Municipal Charge,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Pitkin,SPILLMAN,30,32,1,173,0,Administrative Segregation,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Pitkin,SPILLMAN,30,32,1,173,0,Competency Evaluation,3,3,0,0,0,0,0,3,0,0,0,0,
2020,1,Pitkin,SPILLMAN,30,32,1,173,0,Average Daily Population,18.18,15,4,0,0.03,0,0.88,17.25,0,0,0,0,
2020,1,Pitkin,SPILLMAN,30,32,1,173,0,Average LOS Felonies,0,0,0,0,0,0,0,0,0,0,0,0,Not available
2020,1,Pitkin,SPILLMAN,30,32,1,173,0,Felony Releases,138,111,27,0,0,0,0,0,0,0,0,0,Demographis unavailable
2020,1,Pitkin,SPILLMAN,30,32,1,173,0,Average LOS Misdemeanors,0,0,0,0,0,0,0,0,0,0,0,0,Not available
2020,1,Pitkin,SPILLMAN,30,32,1,173,0,Misdemeanor Releases,477,356,121,0,0,0,0,0,0,0,0,0,Demographis unavailable
2020,1,Pitkin,SPILLMAN,30,32,1,173,0,Homeless,3,3,0,0,0,0,0,3,0,0,0,0,
2020,2,La Plata,Spillman,279,279,0,688,768,Number of inmates,120,110,10,0,3,25,0,92,0,101,19,0,
2020,2,La Plata,Spillman,279,279,0,688,768,Sentenced,17,16,1,0,1,4,0,12,0,15,2,0,
2020,2,La Plata,Spillman,279,279,0,688,768,Unsentenced - Hold,61,55,6,0,2,13,0,46,0,48,13,0,
2020,2,La Plata,Spillman,279,279,0,688,768,Unsentenced - No Hold,42,39,3,0,0,8,0,34,0,38,4,0,
2020,2,La Plata,Spillman,279,279,0,688,768,Unsentenced - No Hold Felonies,36,33,3,0,0,6,0,30,0,33,3,0,
2020,2,La Plata,Spillman,279,279,0,688,768,Unsentenced - No Hold Misdemeanors,6,6,0,0,0,2,0,4,0,5,1,0,
2020,2,La Plata,Spillman,279,279,0,688,768,Municipal Charge,0,0,0,0,0,0,0,0,0,0,0,0,
2020,2,La Plata,Spillman,279,279,0,688,768,Administrative Segregation,0,0,0,0,0,0,0,0,0,0,0,0,
2020,2,La Plata,Spillman,279,279,0,688,768,Competency Evaluation,3,3,0,0,0,0,0,3,0,3,0,0,
2020,2,La Plata,Spillman,279,279,0,688,768,Average Daily Population,195,166,29,0,6,42,8,139,0,115,24,0,
2020,2,La Plata,Spillman,279,279,0,688,768,Average LOS Felonies,44,0,0,0,0,0,0,0,0,0,0,0,"Unable to separate LOS by Sex, race or ethnicity"
2020,2,La Plata,Spillman,279,279,0,688,768,Felony Releases,1195,0,0,0,0,0,0,0,0,0,0,0,"Unable to separate number of releases by sex, race and ethnicity"
2020,2,La Plata,Spillman,279,279,0,688,768,Average LOS Misdemeanors,9,0,0,0,0,0,0,0,0,0,0,0,"Unable to separate LOS by Sex, race or ethnicity"
2020,2,La Plata,Spillman,279,279,0,688,768,Misdemeanor Releases,1754,0,0,0,0,0,0,0,0,0,0,0,"Unable to separate number of releases by sex, race and ethnicity"
2020,2,La Plata,Spillman,279,279,0,688,768,Homeless,18,18,0,0,0,7,0,11,0,16,2,0,
2020,1,Boulder,Tiburon,519,543,0,2025,1659,Number of inmates,400,348,52,0,31,6,2,356,5,216,60,124,
2020,1,Boulder,Tiburon,519,543,0,2025,1659,Sentenced,118,105,13,0,5,1,0,111,1,69,18,31,
2020,1,Boulder,Tiburon,519,543,0,2025,1659,Unsentenced - Hold,173,144,29,0,15,2,1,152,3,90,26,57,
2020,1,Boulder,Tiburon,519,543,0,2025,1659,Unsentenced - No Hold,109,99,10,0,11,3,1,93,1,57,16,36,
2020,1,Boulder,Tiburon,519,543,0,2025,1659,Unsentenced - No Hold Felonies,92,85,7,0,11,3,0,77,1,50,13,29,
2020,1,Boulder,Tiburon,519,543,0,2025,1659,Unsentenced - No Hold Misdemeanors,17,14,3,0,0,0,1,16,0,7,3,7,
2020,1,Boulder,Tiburon,519,543,0,2025,1659,Municipal Charge,37,32,5,0,1,0,0,35,1,19,4,14,
2020,1,Boulder,Tiburon,519,543,0,2025,1659,Administrative Segregation,2,2,0,0,1,0,0,1,0,2,0,0,
2020,1,Boulder,Tiburon,519,543,0,2025,1659,Competency Evaluation,23,20,3,0,0,0,0,23,0,13,4,6,
2020,1,Boulder,Tiburon,519,543,0,2025,1659,Average Daily Population,414,358,56,0,29,3,6,373,2,216,63,135,
2020,1,Boulder,Tiburon,519,543,0,2025,1659,Average LOS Felonies,57.6,63.8,34.9,0,71.7,37.8,60.6,56.8,35.6,67.7,73.6,40.1,
2020,1,Boulder,Tiburon,519,543,0,2025,1659,Felony Releases,3475,2730,745,0,242,18,49,3138,28,1597,494,1384,
2020,1,Boulder,Tiburon,519,543,0,2025,1659,Average LOS Misdemeanors,24.5,25.3,21.8,0,23.7,7.3,17,24.7,54.7,27,29.9,20.5,
2020,1,Boulder,Tiburon,519,543,0,2025,1659,Misdemeanor Releases,4589,3523,1066,0,242,60,88,4164,35,2045,533,2011,
2020,1,Boulder,Tiburon,519,543,0,2025,1659,Homeless,120,105,15,0,12,1,1,104,2,79,10,31,
2020,1,Moffat,Atims,101,101,0,217,251,Number of inmates,34,23,11,0,1,11,0,21,0,0,1,0,
2020,1,Moffat,Atims,101,101,0,217,251,Sentenced,5,2,3,0,0,0,0,5,0,0,0,0,
2020,1,Moffat,Atims,101,101,0,217,251,Unsentenced - Hold,15,11,4,0,0,11,0,3,0,0,1,0,
2020,1,Moffat,Atims,101,101,0,217,251,Unsentenced - No Hold,15,10,5,0,1,0,0,14,0,0,0,0,
2020,1,Moffat,Atims,101,101,0,217,251,Unsentenced - No Hold Felonies,12,9,3,0,1,0,0,11,0,0,0,0,
2020,1,Moffat,Atims,101,101,0,217,251,Unsentenced - No Hold Misdemeanors,2,2,0,0,0,0,0,2,0,0,0,0,
2020,1,Moffat,Atims,101,101,0,217,251,Municipal Charge,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Moffat,Atims,101,101,0,217,251,Administrative Segregation,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Moffat,Atims,101,101,0,217,251,Competency Evaluation,1,1,0,0,0,0,0,1,0,0,0,0,
2020,1,Moffat,Atims,101,101,0,217,251,Average Daily Population,46.8,38.4,8.4,0,1,8,9,18.7,0,46,1.4,0,
2020,1,Moffat,Atims,101,101,0,217,251,Average LOS Felonies,45,28,40,0,0,0,0,0,0,0,0,0,"Our JMS system can not calculate or extrapolate race or ethnicity in these required fields at this time.  We are currently in the process of updating our system for a new JMS system sometime in 2020, which should help us gather this information."
2020,1,Moffat,Atims,101,101,0,217,251,Felony Releases,139,101,38,0,0,0,0,0,0,0,0,0,"Our JMS system can not calculate or extrapolate race or ethnicity in these required fields at this time.  We are currently in the process of updating our system for a new JMS system sometime in 2020, which should help us gather this information."
2020,1,Moffat,Atims,101,101,0,217,251,Average LOS Misdemeanors,11,8,24,0,0,0,0,0,0,0,0,0,"Our JMS system can not calculate or extrapolate race or ethnicity in these required fields at this time.  We are currently in the process of updating our system for a new JMS system sometime in 2020, which should help us gather this information."
2020,1,Moffat,Atims,101,101,0,217,251,Misdemeanor Releases,140,112,28,0,0,0,0,0,0,0,0,0,"Our JMS system can not calculate or extrapolate race or ethnicity in these required fields at this time.  We are currently in the process of updating our system for a new JMS system sometime in 2020, which should help us gather this information."
2020,1,Moffat,Atims,101,101,0,217,251,Homeless,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Garfield,New World Systems,204,204,0,539,547,Number of inmates,100,90,10,0,3,0,0,97,0,70,30,0,
2020,1,Garfield,New World Systems,204,204,0,539,547,Sentenced,15,13,2,0,0,0,0,15,0,6,9,0,
2020,1,Garfield,New World Systems,204,204,0,539,547,Unsentenced - Hold,12,11,1,0,0,0,0,12,0,6,6,0,
2020,1,Garfield,New World Systems,204,204,0,539,547,Unsentenced - No Hold,73,66,7,0,3,0,0,70,0,58,15,0,
2020,1,Garfield,New World Systems,204,204,0,539,547,Unsentenced - No Hold Felonies,58,54,4,0,3,0,0,55,0,44,14,0,
2020,1,Garfield,New World Systems,204,204,0,539,547,Unsentenced - No Hold Misdemeanors,15,12,3,0,0,0,0,15,0,14,1,0,
2020,1,Garfield,New World Systems,204,204,0,539,547,Municipal Charge,2,2,0,0,0,0,0,2,0,2,0,0,
2020,1,Garfield,New World Systems,204,204,0,539,547,Administrative Segregation,5,5,0,0,0,0,0,5,0,3,2,0,
2020,1,Garfield,New World Systems,204,204,0,539,547,Competency Evaluation,3,3,0,0,0,0,0,3,0,2,1,0,
2020,1,Garfield,New World Systems,204,204,0,539,547,Average Daily Population,111,96,15,0,3,1,0,107,0,77,34,0,
2020,1,Garfield,New World Systems,204,204,0,539,547,Average LOS Felonies,21,24,15,0,12,5,0,24,0,24,16,0,
2020,1,Garfield,New World Systems,204,204,0,539,547,Felony Releases,902,750,152,0,26,4,0,872,0,859,43,0,
2020,1,Garfield,New World Systems,204,204,0,539,547,Average LOS Misdemeanors,10,11,8,0,4,5,0,10,0,11,9,0,
2020,1,Garfield,New World Systems,204,204,0,539,547,Misdemeanor Releases,1878,1502,376,0,48,11,0,1819,0,1773,105,0,
2020,1,Garfield,New World Systems,204,204,0,539,547,Homeless,6,5,1,0,0,0,0,6,0,3,3,0,
2020,1,Broomfield,New World,218,218,0,773,752,Number of inmates,122,100,22,0,6,1,2,83,30,0,30,92,
2020,1,Broomfield,New World,218,218,0,773,752,Sentenced,35,29,6,0,1,1,0,25,8,0,8,27,
2020,1,Broomfield,New World,218,218,0,773,752,Unsentenced - Hold,45,38,7,0,4,0,2,24,15,0,15,30,
2020,1,Broomfield,New World,218,218,0,773,752,Unsentenced - No Hold,42,33,9,0,1,0,0,34,7,0,7,35,
2020,1,Broomfield,New World,218,218,0,773,752,Unsentenced - No Hold Felonies,31,26,5,0,0,0,0,26,5,0,5,26,
2020,1,Broomfield,New World,218,218,0,773,752,Unsentenced - No Hold Misdemeanors,11,7,4,0,1,0,0,8,2,0,2,9,
2020,1,Broomfield,New World,218,218,0,773,752,Municipal Charge,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Broomfield,New World,218,218,0,773,752,Administrative Segregation,2,2,0,0,0,0,0,2,0,2,0,0,"We classify medical, PC, reintegration and disciplinary as Ad Seg. Disciplinary are the only ones that meet the critera as defined (out of cell 2 hours or less per day)"
2020,1,Broomfield,New World,218,218,0,773,752,Competency Evaluation,2,2,0,0,0,0,0,2,0,2,0,0,"We counted only those who are still in our facility and awaiting competency, not ones who have gone to Pueblo State Hospital."
2020,1,Broomfield,New World,218,218,0,773,752,Average Daily Population,99,77,22,0,4,1,1,69,22,0,22,75,"Race and ethnicity stats were pulled for 1/1/19-12/31/19 and averaged per month, not divided by 365"
2020,1,Broomfield,New World,218,218,0,773,752,Average LOS Felonies,38,46,23,0,15,0,40,41,0,40,46,23,
2020,1,Broomfield,New World,218,218,0,773,752,Felony Releases,36,24,12,0,4,0,10,22,0,20,9,7,
2020,1,Broomfield,New World,218,218,0,773,752,Average LOS Misdemeanors,49,51,39,0,17,47,48,51,0,50,50,34,
2020,1,Broomfield,New World,218,218,0,773,752,Misdemeanor Releases,151,121,30,0,4,2,39,106,0,96,43,12,
2020,1,Broomfield,New World,218,218,0,773,752,Homeless,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Rio Grande,Crimestar,36,49,0,165,144,Number of inmates,36,31,5,0,0,0,0,36,0,9,27,0,
2020,1,Rio Grande,Crimestar,36,49,0,165,144,Sentenced,9,7,2,0,0,0,0,9,0,3,6,0,
2020,1,Rio Grande,Crimestar,36,49,0,165,144,Unsentenced - Hold,13,11,2,0,0,0,0,13,0,3,10,0,
2020,1,Rio Grande,Crimestar,36,49,0,165,144,Unsentenced - No Hold,14,13,1,0,0,0,0,14,0,3,11,0,
2020,1,Rio Grande,Crimestar,36,49,0,165,144,Unsentenced - No Hold Felonies,11,10,1,0,0,0,0,11,0,3,8,0,
2020,1,Rio Grande,Crimestar,36,49,0,165,144,Unsentenced - No Hold Misdemeanors,3,3,0,0,0,0,0,3,0,0,3,0,
2020,1,Rio Grande,Crimestar,36,49,0,165,144,Municipal Charge,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Rio Grande,Crimestar,36,49,0,165,144,Administrative Segregation,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Rio Grande,Crimestar,36,49,0,165,144,Competency Evaluation,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Rio Grande,Crimestar,36,49,0,165,144,Average Daily Population,32,24,8,0,0,0,0,32,0,10,22,0,
2020,1,Rio Grande,Crimestar,36,49,0,165,144,Average LOS Felonies,164,121,43,0,1,2,0,161,0,58,106,0,Avg LOS 33 Days
2020,1,Rio Grande,Crimestar,36,49,0,165,144,Felony Releases,148,108,40,0,0,0,0,148,0,53,95,0,
2020,1,Rio Grande,Crimestar,36,49,0,165,144,Average LOS Misdemeanors,188,141,47,0,5,6,0,177,0,71,105,0,Avg LOS 21 Days
2020,1,Rio Grande,Crimestar,36,49,0,165,144,Misdemeanor Releases,184,137,47,0,0,0,0,184,0,78,106,0,
2020,1,Rio Grande,Crimestar,36,49,0,165,144,Homeless,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Arapahoe,TriTech,1174,1468,0,3999,4048,Number of inmates,1115,948,167,0,354,4,9,738,10,811,235,69,
2020,1,Arapahoe,TriTech,1174,1468,0,3999,4048,Sentenced,278,228,50,0,89,1,1,185,2,215,49,14,
2020,1,Arapahoe,TriTech,1174,1468,0,3999,4048,Unsentenced - Hold,237,220,17,0,83,1,2,148,3,161,60,16,
